transaction_id,customer_name,product_name,category,price,quantity,payment_method,transaction_date,shipping_city,rating
TRX00083,Cahyo Maryadi,Eveniet Basic,Rumah Tangga,1200000,3,COD,2026-07-22,Tarakan,4.0
TRX00454,Siska Widiastuti,Voluptatem,ELEKTRONIK  ,50000,5,E-Wallet,20/07/2026,Prabumulih,
TRX00319,Febi Prayoga,Hic,Fashion,250000.0,2,transfer bank,2026-08-07,Langsa,1.0
TRX00034,Titi Sirait,Corrupti,Elektronik,Rp120.000,1,Transfer Bank,10/07/2026,Prabumulih,2.0
TRX00427,"Ian Widodo, S.Ked",Sint Basic,BUKU  ,120000,4,transfer bank,05-09-2026,Semarang,
TRX00228,Drs. Kiandra Hariyah,Repellendus Max,BUKU  ,15000.0,4,E-Wallet,2026-08-06,Palopo,3.0
TRX00001,"Balidin Dongoran, S.T.",Exercitationem Pro,Elektronik,Rp120.000,2,Transfer Bank,2026-07-08,Tangerang,1.0
TRX00012,"Puti Prasetya, S.Psi",Aspernatur Pro,Elektronik,Rp25.000,2,Kartu Kredit,08-07-2026,Lubuklinggau,5.0
TRX00238,Ira Najmudin,Error,Kesehatan,Rp500.000,4,kartu kredit,18/07/2026,Depok,2.0
TRX00023,Nurul Budiyanto,Culpa Basic,RUMAH TANGGA  ,15000,1,COD,09/09/2026,Kendari,2.0
TRX00105,,Aliquam Lite,Fashion, 50000 ,1,,01-08-2026,,2.0
TRX00297,Dewi Santoso,Odio Max,Fashion,Rp500.000,4,COD,10-07-2026,Banjarbaru,1.0
TRX00102,Ibrahim Nugroho,Quasi,Rumah Tangga,250000,4,transfer bank,12-09-2026,Singkawang,3.0
TRX00080,Endah Kusmawati,Odio Lite,Olahraga,Rp120.000,1,Kartu Kredit,2026-07-11,Subulussalam,2.0
TRX00430,Faizah Haryanti,Cum,Buku, 120000 ,1,Kartu Kredit,11/07/2026,Pontianak,3.0
TRX00432,Zulfa Haryanti,Sit Max,OLAHRAGA  ,75000.0,2,E-Wallet,03/07/2026,Singkawang,2.0
TRX00019,"Calista Zulaika, M.Pd",Fugiat Lite,Buku,120000.0,4,kartu kredit,26/08/2026,Binjai,3.0
TRX00177,Arsipatra Firgantoro,Incidunt Basic,Olahraga, 500000 ,2,kartu kredit,15/09/2026,Bengkulu,3.0
TRX00232,Intan Wibisono,Nemo Pro,Elektronik, 120000 ,4,Kartu Kredit,26-08-2026,Sorong,3.0
TRX00378,,Eveniet Pro,Kesehatan,15000,4,,2026-06-24,,
TRX00133,"Dr. Cornelia Halimah, S.I.Kom",Nemo Lite,Buku,1200000,2,cod,17/07/2026,Cilegon,2.0
TRX00040,Gasti Hakim,Repellendus Lite,Fashion,Rp500.000,1,COD,23-08-2026,Tidore Kepulauan,
TRX00465,"R. Baktiono Sihotang, S.I.Kom",In Pro,Rumah Tangga,Rp1.200.000,4,E-Wallet,30-06-2026,Sukabumi,2.0
TRX00047,Sutan Jono Saptono,Delectus,KESEHATAN  , 500000 ,3,COD,09-09-2026,Kota Administrasi Jakarta Barat,
TRX00358,T. Daruna Permata,Ipsum,Kesehatan,Rp120.000,3,Transfer Bank,2026-08-08,Kendari,4.0
TRX00278,"T. Niyaga Hassanah, S.Kom",Similique Lite,KESEHATAN  , 120000 ,3,Kartu Kredit,2026-07-13,Dumai,
TRX00363,"R.A. Ifa Megantara, M.M.",Aspernatur Lite,Buku,25000.0,1,Kartu Kredit,07-08-2026,Sabang,5.0
TRX00094,"Bagiya Yulianti, S.Gz",Aliquam Pro,Fashion,25000,4,E-Wallet,11-09-2026,Banda Aceh,5.0
TRX00447,Rina Nasyiah,Dolores Max,Elektronik,50000,1,Kartu Kredit,2026-07-17,Kupang,3.0
TRX00204,"Radit Santoso, S.Ked",Ducimus Max,OLAHRAGA  , 250000 ,5,COD,12-07-2026,Makassar,3.0
TRX00451,,Fugiat Max,Olahraga,25000.0,2,Kartu Kredit,13/08/2026,,
TRX00149,"Prima Yulianti, S.E.I",Possimus Basic,Elektronik,15000.0,3,Transfer Bank,2026-09-12,Pekalongan,4.0
TRX00221,Sutan Utama Tampubolon,Laudantium Basic,Kesehatan,75000.0,1,E-Wallet,22/08/2026,Kendari,3.0
TRX00070,"Ellis Susanti, M.Farm",Incidunt Max,Rumah Tangga, 75000 ,4,Transfer Bank,24/07/2026,Langsa,4.0
TRX00254,"T. Dasa Sihombing, S.IP",Architecto Basic,Elektronik,15000,2,Kartu Kredit,09/07/2026,Batam,
TRX00399,Puti Puspita,Quam Pro,Buku, 25000 ,4,Transfer Bank,24/07/2026,Bekasi,2.0
TRX00168,dr. Uchita Mustofa,Consectetur Pro,Buku,75000.0,2,Transfer Bank,07/09/2026,Tidore Kepulauan,4.0
TRX00276,Karta Utama,Nam,Olahraga,75000.0,4,Kartu Kredit,16/07/2026,Kota Administrasi Jakarta Barat,5.0
TRX00125,,Sunt Basic,Kesehatan,Rp25.000,4,,10-08-2026,,
TRX00195,Simon Yolanda,Totam Lite,Kesehatan,Rp25.000,3,transfer bank,04/09/2026,,1.0
TRX00321,Kemal Wastuti,Quisquam,Buku,500000.0,2,Kartu Kredit,2026-07-22,Malang,
TRX00330,"drg. Winda Lailasari, S.E.",Illum Lite,Fashion,25000,2,Kartu Kredit,2026-09-04,Langsa,5.0
TRX00174,Yuni Uyainah,Minima Max,Kesehatan,15000.0,3,COD,2026-06-27,Parepare,4.0
TRX00273,Samsul Sudiati,Veritatis Basic,Elektronik, 1200000 ,5,Kartu Kredit,27-08-2026,Blitar,
TRX00496,"Cut Juli Adriansyah, S.Sos",Inventore Lite,Olahraga,120000.0,2,COD,27/06/2026,Padangpanjang,2.0
TRX00183,"Dr. Cornelia Wijayanti, S.Kom",Temporibus Lite,Olahraga,Rp120.000,4,E-Wallet,2026-08-14,Banjarbaru,
TRX00269,Janet Jailani,Beatae Lite,Rumah Tangga, 250000 ,2,COD,17/07/2026,Lhokseumawe,5.0
TRX00353,"Dt. Emin Hariyah, M.Pd",Nisi Pro,Buku, 15000 ,1,Kartu Kredit,04/08/2026,Kota Administrasi Jakarta Barat,4.0
TRX00118,Belinda Permata,Suscipit,Rumah Tangga,50000,4,Kartu Kredit,18/08/2026,Bukittinggi,
TRX00394,"Empluk Hartati, M.Kom.",Eum,FASHION  ,Rp15.000,1,COD,2026-07-20,Palangkaraya,5.0
TRX00333,Tina Nashiruddin,Accusantium Max,KESEHATAN  , 50000 ,1,e-wallet,23/08/2026,Salatiga,
TRX00456,Pia Permata,Delectus,Kesehatan,1200000.0,2,E-Wallet,07/08/2026,Makassar,
TRX00445,Rosman Rahmawati,Voluptas Max,OLAHRAGA  , 25000 ,3,Kartu Kredit,19/07/2026,Cimahi,2.0
TRX00357,"Aurora Wacana, M.M.",Eveniet Basic,Fashion,15000.0,1,E-Wallet,2026-08-05,Bogor,
TRX00087,H. Oman Palastri,Sed Max,Elektronik,25000,2,COD,06-09-2026,Jayapura,2.0
TRX00439,"Dr. Nurul Marbun, S.Pt",Recusandae Pro,Olahraga, 250000 ,5,transfer bank,20/06/2026,Kupang,3.0
TRX00076,"Kiandra Lailasari, S.Sos",Exercitationem,Olahraga,Rp120.000,1,E-Wallet,01/07/2026,Tomohon,
TRX00452,Mahesa Iswahyudi,Necessitatibus,Fashion, 250000 ,3,Transfer Bank,2026-08-03,Tanjungbalai,
TRX00016,Cahyo Melani,Possimus,Elektronik,250000,4,COD,2026-06-26,Binjai,3.0
TRX00211,"Mustika Rahayu, M.Kom.",Qui Max,Kesehatan, 25000 ,5,COD,17/08/2026,Jayapura,3.0
TRX00181,"Kartika Pratama, M.M.",Numquam Pro,Olahraga,50000.0,5,COD,11/09/2026,Bengkulu,1.0
TRX00398,Vanya Saputra,Corporis Pro,Rumah Tangga,120000,5,Transfer Bank,29-06-2026,Palangkaraya,1.0
TRX00020,Maya Manullang,Odit Pro,OLAHRAGA  ,Rp75.000,5,Transfer Bank,2026-06-18,Pekalongan,1.0
TRX00156,,Impedit,Elektronik,500000.0,5,,2026-07-20,,3.0
TRX00341,Jaeman Sudiati,Minima Basic,Kesehatan,50000.0,1,e-wallet,25-07-2026,Tomohon,3.0
TRX00057,Mahmud Prayoga,Vel Lite,Elektronik,500000.0,4,Kartu Kredit,27-06-2026,Solok,4.0
TRX00279,Cahya Hidayanto,Odio Basic,Kesehatan,25000,3,transfer bank,03-07-2026,Bekasi,1.0
TRX00468,"Ilyas Pratama, S.Pt",Consequuntur Lite,Fashion,Rp500.000,5,E-Wallet,30-06-2026,Semarang,2.0
TRX00085,Danang Andriani,Molestias Lite,Elektronik,15000.0,2,COD,07-09-2026,,3.0
TRX00155,"Niyaga Januar, M.M.",Doloremque Lite,Olahraga, 25000 ,3,COD,19-08-2026,Banjar,
TRX00026,Drs. Indra Prabowo,Quis Basic,Elektronik,50000,4,COD,24/08/2026,Tasikmalaya,3.0
TRX00266,Humaira Maheswara,Maxime Lite,Rumah Tangga,120000.0,4,Transfer Bank,27/07/2026,Tidore Kepulauan,
TRX00043,Wardaya Purnawati,Expedita Max,Kesehatan,500000.0,5,Transfer Bank,2026-08-09,Solok,5.0
TRX00313,Ella Novitasari,Suscipit,Kesehatan, 500000 ,4,e-wallet,2026-08-21,Bontang,5.0
TRX00413,Dina Usada,Incidunt Basic,Kesehatan,75000.0,3,E-Wallet,2026-07-09,Tasikmalaya,
TRX00457,"Prabowo Hardiansyah, S.Gz",Consequuntur Max,Fashion,1200000,5,COD,13/08/2026,Banda Aceh,
TRX00285,Ihsan Hastuti,Vero Basic,Olahraga,50000,3,E-Wallet,03-08-2026,Purwokerto,1.0
TRX00127,Asmuni Marbun,Inventore Basic,Elektronik,Rp25.000,3,e-wallet,2026-08-10,Palembang,5.0
TRX00335,Tgk. Bakianto Wacana,Velit Pro,Olahraga,120000,1,E-Wallet,2026-06-26,Pariaman,2.0
TRX00032,"drg. Respati Wasita, S.Kom",Consequatur Pro,Rumah Tangga,Rp25.000,1,cod,26-06-2026,Manado,1.0
TRX00114,Ghaliyati Tarihoran,Dolorum Basic,Olahraga, 250000 ,1,COD,2026-07-15,Kota Administrasi Jakarta Utara,
TRX00256,Erik Aryani,A Max,Olahraga,15000.0,2,E-Wallet,2026-08-12,Samarinda,
TRX00219,drg. Paramita Hutapea,Nam Basic,Buku,120000,2,COD,04-09-2026,Jayapura,
TRX00417,Maryadi Widiastuti,Libero,Olahraga, 1200000 ,3,Transfer Bank,2026-07-02,Salatiga,3.0
TRX00058,"Eva Prakasa, S.E.",Dolorum Basic,Olahraga, 15000 ,5,Transfer Bank,05/09/2026,Cirebon,4.0
TRX00397,Jamalia Tarihoran,Corrupti Basic,ELEKTRONIK  ,Rp75.000,2,Transfer Bank,2026-06-26,Palembang,3.0
TRX00025,"Dr. Pranata Mahendra, S.E.I",Unde Basic,Olahraga,25000,1,e-wallet,2026-07-30,Kota Administrasi Jakarta Selatan,2.0
TRX00018,Rina Hastuti,Quia Lite,Fashion,Rp1.200.000,5,Kartu Kredit,10/07/2026,Tangerang Selatan,
TRX00193,Atmaja Mahendra,Harum Max,RUMAH TANGGA  ,75000.0,4,Transfer Bank,13/08/2026,Metro,4.0
TRX00067,Betania Widiastuti,Iure Max,Olahraga,500000,3,cod,13-08-2026,Tebingtinggi,4.0
TRX00287,R.M. Gadang Marbun,Dolorem,Buku,Rp50.000,5,cod,17/07/2026,Malang,4.0
TRX00423,Cinta Farida,Voluptatem Max,Olahraga,Rp500.000,4,Kartu Kredit,28/07/2026,Langsa,4.0
TRX00095,R. Halima Mahendra,Pariatur Max,Rumah Tangga,Rp1.200.000,4,E-Wallet,17/08/2026,Pangkalpinang,5.0
TRX00312,Hani Yolanda,Repellendus Pro,Elektronik,25000.0,1,Transfer Bank,2026-08-08,Sawahlunto,4.0
TRX00369,Vicky Suryono,Modi Pro,Olahraga,25000.0,3,COD,29/07/2026,Lhokseumawe,5.0
TRX00024,Dimas Purnawati,Beatae Lite,Olahraga, 1200000 ,2,COD,2026-06-25,Batam,1.0
TRX00272,"Dt. Bahuraksa Winarsih, S.Sos",Maiores Basic,Buku,1200000.0,2,COD,2026-08-03,Bandar Lampung,
TRX00300,Najwa Damanik,Consectetur Basic,Kesehatan,250000.0,3,E-Wallet,11-09-2026,Kendari,3.0
TRX00374,Ir. Warsa Sirait,Facere Max,Elektronik,50000.0,1,kartu kredit,25-08-2026,Tebingtinggi,5.0
TRX00006,Harjasa Kuswoyo,Magnam Max,Olahraga,75000,1,E-Wallet,02-09-2026,Banjar,
TRX00117,Aslijan Ramadan,Perferendis Pro,Kesehatan,1200000,1,E-Wallet,2026-06-28,Padang,
TRX00046,"Eja Haryanti, S.Psi",Aut Lite,KESEHATAN  ,500000.0,1,COD,18-06-2026,Batu,3.0
TRX00186,"R. Diah Namaga, S.T.",Doloribus,Kesehatan,Rp1.200.000,5,transfer bank,27-06-2026,Blitar,
TRX00017,Lutfan Manullang,Vero Lite,Elektronik,75000,5,Kartu Kredit,2026-07-25,Meulaboh,5.0
TRX00478,"Kawaca Nasyiah, M.Ak",Dolor Basic,Buku,Rp50.000,1,e-wallet,12/07/2026,Bau-Bau,
TRX00368,"drg. Vinsen Prasasta, M.Ak",Voluptatibus Pro,Buku, 500000 ,1,E-Wallet,2026-07-06,Purwokerto,1.0
TRX00004,Rini Setiawan,Ab Lite,Kesehatan, 25000 ,1,COD,2026-08-25,Tanjungpinang,
TRX00235,Hj. Dinda Tampubolon,Ipsa Lite,Olahraga,Rp75.000,1,cod,13-09-2026,Blitar,5.0
TRX00385,"Raden Hutapea, S.Gz",Consectetur Basic,Rumah Tangga,Rp15.000,5,E-Wallet,24/07/2026,Purwokerto,4.0
TRX00061,Yuni Pradana,Et Pro,Elektronik, 500000 ,2,transfer bank,2026-06-20,Padang,4.0
TRX00111,"Mutia Saputra, S.Pd",Explicabo Lite,Buku,25000.0,1,Transfer Bank,08/07/2026,Lubuklinggau,1.0
TRX00410,Indah Wijaya,Maiores,ELEKTRONIK  , 50000 ,4,Kartu Kredit,2026-06-28,Semarang,
TRX00421,Jayadi Jailani,Impedit,Olahraga,50000,4,Transfer Bank,25-07-2026,Binjai,5.0
TRX00030,Satya Sitompul,Aut,Fashion,15000,5,COD,03/08/2026,Surakarta,
TRX00275,Mustika Hartati,Maxime,Elektronik, 500000 ,3,transfer bank,2026-07-21,Samarinda,
TRX00303,Teguh Saptono,Maiores Lite,ELEKTRONIK  ,Rp500.000,3,Transfer Bank,25/08/2026,Banjar,4.0
TRX00027,Lalita Winarsih,Totam Basic,Buku,Rp1.200.000,2,E-Wallet,21/07/2026,Bitung,5.0
TRX00008,dr. Ratih Nababan,Voluptatibus Max,Buku,Rp25.000,5,e-wallet,24-06-2026,Yogyakarta,
TRX00182,"Gading Palastri, S.I.Kom",Assumenda Pro,Buku, 50000 ,4,transfer bank,23-07-2026,Bitung,4.0
TRX00395,,Ut,Kesehatan,50000,1,,22/07/2026,,5.0
TRX00109,Emil Prasetya,Necessitatibus Max,Elektronik,500000,3,Transfer Bank,19-08-2026,Surabaya,
TRX00038,Harjasa Adriansyah,Molestias Lite,Olahraga,Rp15.000,3,e-wallet,11/07/2026,Kotamobagu,
TRX00158,Bahuwirya Suryatmi,Modi,BUKU  ,Rp15.000,3,kartu kredit,12-08-2026,Payakumbuh,
TRX00482,Nugraha Mandala,Voluptates,Kesehatan,Rp75.000,1,E-Wallet,19-06-2026,Malang,
TRX00119,"Drs. Warta Sihombing, S.Pt",Expedita Max,Fashion,Rp1.200.000,4,Transfer Bank,28/06/2026,Sibolga,
TRX00115,Asmadi Puspasari,Illum Max,Olahraga,500000,3,E-Wallet,19-08-2026,Subulussalam,5.0
TRX00267,Kiandra Sirait,Ea Basic,Olahraga,75000,4,cod,2026-08-01,Medan,
TRX00176,Makara Hariyah,Voluptates Basic,Olahraga,50000.0,5,transfer bank,15/07/2026,Binjai,3.0
TRX00422,"R. Kamaria Saragih, S.Psi",Odit Basic,Olahraga,Rp50.000,5,e-wallet,27-08-2026,Malang,5.0
TRX00350,Edison Wasita,Ducimus Lite,Fashion, 15000 ,5,transfer bank,26-08-2026,Medan,
TRX00145,Tari Salahudin,Repudiandae Lite,Elektronik,Rp25.000,5,COD,09/08/2026,Bukittinggi,
TRX00381,H. Endra Nasyiah,Illo Basic,KESEHATAN  ,75000.0,4,Kartu Kredit,19-06-2026,Cirebon,
TRX00392,"H. Cahyono Hutapea, M.TI.",Laborum Max,Fashion,Rp50.000,5,transfer bank,22/06/2026,Kediri,4.0
TRX00212,Rahayu Hakim,Ab Pro,Kesehatan, 25000 ,3,COD,06-07-2026,Yogyakarta,
TRX00322,"KH. Cakrabuana Siregar, S.Gz",Illo Pro,Olahraga,250000,1,E-Wallet,2026-09-11,Malang,4.0
TRX00495,Wardi Wasita,Alias Basic,Kesehatan,Rp15.000,1,Transfer Bank,08/07/2026,Subulussalam,3.0
TRX00375,,Dolores Pro,Fashion,75000,2,,2026-08-22,,
TRX00142,"Humaira Agustina, M.Kom.",Optio Basic,Elektronik, 250000 ,5,Kartu Kredit,09-07-2026,Meulaboh,1.0
TRX00377,Salman Hutagalung,Velit,Rumah Tangga,50000.0,4,E-Wallet,22/06/2026,Padang Sidempuan,
TRX00068,Ophelia Saragih,Vel Pro,Rumah Tangga,Rp250.000,4,E-Wallet,24/07/2026,Tanjungpinang,3.0
TRX00409,Unjani Usada,Porro Lite,Elektronik, 500000 ,5,kartu kredit,13-09-2026,Madiun,3.0
TRX00169,Ellis Pangestu,Delectus Lite,Buku,25000.0,5,Transfer Bank,2026-08-27,Pontianak,
TRX00451,,Fugiat Max,Olahraga,25000.0,2,Kartu Kredit,13/08/2026,,
TRX00434,Hardi Megantara,Quaerat Pro,Kesehatan,1200000,2,COD,2026-07-22,Samarinda,
TRX00229,"Drs. Martana Nainggolan, S.Psi",Sed Pro,Olahraga, 15000 ,1,COD,2026-07-30,Banjarmasin,
TRX00194,Drs. Ida Hasanah,Quae Basic,Rumah Tangga,Rp75.000,3,COD,11/08/2026,Tanjungpinang,4.0
TRX00082,Nasab Suwarno,Ex Pro,FASHION  ,75000,3,e-wallet,2026-07-12,Probolinggo,1.0
TRX00110,dr. Nabila Puspasari,Quia Max,Fashion,Rp250.000,2,COD,18-07-2026,Manado,
TRX00429,"Yessi Haryanto, M.Farm",Corporis Max,Fashion, 15000 ,3,E-Wallet,2026-08-28,Mataram,2.0
TRX00146,Paulin Laksmiwati,Laborum Lite,Fashion,25000.0,2,E-Wallet,2026-07-17,Palu,
TRX00093,"Puti Nadine Budiyanto, M.Pd",Asperiores Basic,ELEKTRONIK  ,Rp15.000,5,E-Wallet,15-09-2026,Jayapura,4.0
TRX00153,"Nasim Laksita, M.Pd",Amet Pro,Buku,250000.0,1,kartu kredit,2026-08-12,Sorong,
TRX00480,"Maya Permadi, S.Gz",Exercitationem,RUMAH TANGGA  ,25000.0,1,cod,2026-06-25,Binjai,4.0
TRX00249,Aisyah Agustina,Asperiores Pro,Elektronik,Rp500.000,2,e-wallet,2026-07-23,Kendari,3.0
TRX00084,Atma Agustina,Nemo Pro,Buku,Rp75.000,3,Transfer Bank,17/07/2026,Padangpanjang,3.0
TRX00104,"R.A. Yance Irawan, S.T.",Odio Pro,Kesehatan,15000.0,3,kartu kredit,09/07/2026,Salatiga,5.0
TRX00166,Lukman Ramadan,Veritatis Pro,Elektronik,Rp15.000,3,kartu kredit,2026-08-25,Sorong,3.0
TRX00164,"Hj. Lala Saefullah, S.Ked",Recusandae Pro,Rumah Tangga, 250000 ,2,cod,2026-09-03,Sibolga,1.0
TRX00200,Hendra Thamrin,Vel Pro,Rumah Tangga,Rp15.000,5,cod,10/09/2026,Tebingtinggi,
TRX00246,Maras Laksmiwati,Minima Pro,Kesehatan,Rp500.000,3,cod,2026-08-06,Tasikmalaya,2.0
TRX00075,Rahmi Hidayanto,Odit Lite,Kesehatan,Rp25.000,5,E-Wallet,2026-07-25,Tasikmalaya,5.0
