transaction_id,customer_name,product_name,category,price,quantity,payment_method,transaction_date,shipping_city,rating
TRX00342,KH. Mulya Pratama,Expedita Pro,Rumah Tangga,250000.0,5,Transfer Bank,2026-08-18,Pontianak,5.0
TRX00138,Vanya Habibi,Enim Basic,Rumah Tangga,12000000.0,4,Transfer Bank,2026-07-12,Kotamobagu,
TRX00250,Cindy Wahyudin,Et Pro,Olahraga,1200000.0,4,Kartu Kredit,2026-06-20,Tasikmalaya,3.0
TRX00195,Simon Yolanda,Totam Lite,Kesehatan,25000.0,3,Transfer Bank,2026-09-04,Tidak Diketahui,1.0
TRX00173,Paulin Maheswara,Odit Lite,Elektronik,250000.0,3,Kartu Kredit,2026-07-21,Sawahlunto,2.0
TRX00083,Cahyo Maryadi,Eveniet Basic,Rumah Tangga,1200000.0,3,COD,2026-07-22,Tarakan,4.0
TRX00454,Siska Widiastuti,Voluptatem,Elektronik,50000.0,5,E-Wallet,2026-07-20,Prabumulih,
TRX00319,Febi Prayoga,Hic,Fashion,2500000.0,2,Transfer Bank,2026-08-07,Langsa,1.0
TRX00034,Titi Sirait,Corrupti,Elektronik,120000.0,1,Transfer Bank,2026-07-10,Prabumulih,2.0
TRX00427,"Ian Widodo, S.Ked",Sint Basic,Buku,120000.0,4,Transfer Bank,2026-09-05,Semarang,
TRX00228,Drs. Kiandra Hariyah,Repellendus Max,Buku,150000.0,4,E-Wallet,2026-08-06,Palopo,3.0
TRX00001,"Balidin Dongoran, S.T.",Exercitationem Pro,Elektronik,120000.0,2,Transfer Bank,2026-07-08,Tangerang,1.0
TRX00012,"Puti Prasetya, S.Psi",Aspernatur Pro,Elektronik,25000.0,2,Kartu Kredit,2026-07-08,Lubuklinggau,5.0
TRX00238,Ira Najmudin,Error,Kesehatan,500000.0,4,Kartu Kredit,2026-07-18,Depok,2.0
TRX00023,Nurul Budiyanto,Culpa Basic,Rumah Tangga,15000.0,1,COD,2026-09-09,Kendari,2.0
TRX00297,Dewi Santoso,Odio Max,Fashion,500000.0,4,COD,2026-07-10,Banjarbaru,1.0
TRX00102,Ibrahim Nugroho,Quasi,Rumah Tangga,250000.0,4,Transfer Bank,2026-09-12,Singkawang,3.0
TRX00080,Endah Kusmawati,Odio Lite,Olahraga,120000.0,1,Kartu Kredit,2026-07-11,Subulussalam,2.0
TRX00430,Faizah Haryanti,Cum,Buku,120000.0,1,Kartu Kredit,2026-07-11,Pontianak,3.0
TRX00432,Zulfa Haryanti,Sit Max,Olahraga,750000.0,2,E-Wallet,2026-07-03,Singkawang,2.0
TRX00019,"Calista Zulaika, M.Pd",Fugiat Lite,Buku,1200000.0,4,Kartu Kredit,2026-08-26,Binjai,3.0
TRX00177,Arsipatra Firgantoro,Incidunt Basic,Olahraga,500000.0,2,Kartu Kredit,2026-09-15,Bengkulu,3.0
TRX00232,Intan Wibisono,Nemo Pro,Elektronik,120000.0,4,Kartu Kredit,2026-08-26,Sorong,3.0
TRX00133,"Dr. Cornelia Halimah, S.I.Kom",Nemo Lite,Buku,1200000.0,2,COD,2026-07-17,Cilegon,2.0
TRX00040,Gasti Hakim,Repellendus Lite,Fashion,500000.0,1,COD,2026-08-23,Tidore Kepulauan,
TRX00465,"R. Baktiono Sihotang, S.I.Kom",In Pro,Rumah Tangga,1200000.0,4,E-Wallet,2026-06-30,Sukabumi,2.0
TRX00047,Sutan Jono Saptono,Delectus,Kesehatan,500000.0,3,COD,2026-09-09,Kota Administrasi Jakarta Barat,
TRX00358,T. Daruna Permata,Ipsum,Kesehatan,120000.0,3,Transfer Bank,2026-08-08,Kendari,4.0
TRX00278,"T. Niyaga Hassanah, S.Kom",Similique Lite,Kesehatan,120000.0,3,Kartu Kredit,2026-07-13,Dumai,
TRX00363,"R.A. Ifa Megantara, M.M.",Aspernatur Lite,Buku,250000.0,1,Kartu Kredit,2026-08-07,Sabang,5.0
TRX00094,"Bagiya Yulianti, S.Gz",Aliquam Pro,Fashion,25000.0,4,E-Wallet,2026-09-11,Banda Aceh,5.0
TRX00447,Rina Nasyiah,Dolores Max,Elektronik,50000.0,1,Kartu Kredit,2026-07-17,Kupang,3.0
TRX00204,"Radit Santoso, S.Ked",Ducimus Max,Olahraga,250000.0,5,COD,2026-07-12,Makassar,3.0
TRX00149,"Prima Yulianti, S.E.I",Possimus Basic,Elektronik,150000.0,3,Transfer Bank,2026-09-12,Pekalongan,4.0
TRX00221,Sutan Utama Tampubolon,Laudantium Basic,Kesehatan,750000.0,1,E-Wallet,2026-08-22,Kendari,3.0
TRX00070,"Ellis Susanti, M.Farm",Incidunt Max,Rumah Tangga,75000.0,4,Transfer Bank,2026-07-24,Langsa,4.0
TRX00254,"T. Dasa Sihombing, S.IP",Architecto Basic,Elektronik,15000.0,2,Kartu Kredit,2026-07-09,Batam,
TRX00399,Puti Puspita,Quam Pro,Buku,25000.0,4,Transfer Bank,2026-07-24,Bekasi,2.0
TRX00168,dr. Uchita Mustofa,Consectetur Pro,Buku,750000.0,2,Transfer Bank,2026-09-07,Tidore Kepulauan,4.0
TRX00276,Karta Utama,Nam,Olahraga,750000.0,4,Kartu Kredit,2026-07-16,Kota Administrasi Jakarta Barat,5.0
TRX00321,Kemal Wastuti,Quisquam,Buku,5000000.0,2,Kartu Kredit,2026-07-22,Malang,
TRX00330,"drg. Winda Lailasari, S.E.",Illum Lite,Fashion,25000.0,2,Kartu Kredit,2026-09-04,Langsa,5.0
TRX00174,Yuni Uyainah,Minima Max,Kesehatan,150000.0,3,COD,2026-06-27,Parepare,4.0
TRX00273,Samsul Sudiati,Veritatis Basic,Elektronik,1200000.0,5,Kartu Kredit,2026-08-27,Blitar,
TRX00496,"Cut Juli Adriansyah, S.Sos",Inventore Lite,Olahraga,1200000.0,2,COD,2026-06-27,Padangpanjang,2.0
TRX00183,"Dr. Cornelia Wijayanti, S.Kom",Temporibus Lite,Olahraga,120000.0,4,E-Wallet,2026-08-14,Banjarbaru,
TRX00269,Janet Jailani,Beatae Lite,Rumah Tangga,250000.0,2,COD,2026-07-17,Lhokseumawe,5.0
TRX00353,"Dt. Emin Hariyah, M.Pd",Nisi Pro,Buku,15000.0,1,Kartu Kredit,2026-08-04,Kota Administrasi Jakarta Barat,4.0
TRX00118,Belinda Permata,Suscipit,Rumah Tangga,50000.0,4,Kartu Kredit,2026-08-18,Bukittinggi,
TRX00394,"Empluk Hartati, M.Kom.",Eum,Fashion,15000.0,1,COD,2026-07-20,Palangkaraya,5.0
TRX00333,Tina Nashiruddin,Accusantium Max,Kesehatan,50000.0,1,E-Wallet,2026-08-23,Salatiga,
TRX00456,Pia Permata,Delectus,Kesehatan,12000000.0,2,E-Wallet,2026-08-07,Makassar,
TRX00445,Rosman Rahmawati,Voluptas Max,Olahraga,25000.0,3,Kartu Kredit,2026-07-19,Cimahi,2.0
TRX00357,"Aurora Wacana, M.M.",Eveniet Basic,Fashion,150000.0,1,E-Wallet,2026-08-05,Bogor,
TRX00087,H. Oman Palastri,Sed Max,Elektronik,25000.0,2,COD,2026-09-06,Jayapura,2.0
TRX00439,"Dr. Nurul Marbun, S.Pt",Recusandae Pro,Olahraga,250000.0,5,Transfer Bank,2026-06-20,Kupang,3.0
TRX00076,"Kiandra Lailasari, S.Sos",Exercitationem,Olahraga,120000.0,1,E-Wallet,2026-07-01,Tomohon,
TRX00452,Mahesa Iswahyudi,Necessitatibus,Fashion,250000.0,3,Transfer Bank,2026-08-03,Tanjungbalai,
TRX00016,Cahyo Melani,Possimus,Elektronik,250000.0,4,COD,2026-06-26,Binjai,3.0
TRX00211,"Mustika Rahayu, M.Kom.",Qui Max,Kesehatan,25000.0,5,COD,2026-08-17,Jayapura,3.0
TRX00181,"Kartika Pratama, M.M.",Numquam Pro,Olahraga,500000.0,5,COD,2026-09-11,Bengkulu,1.0
TRX00398,Vanya Saputra,Corporis Pro,Rumah Tangga,120000.0,5,Transfer Bank,2026-06-29,Palangkaraya,1.0
TRX00020,Maya Manullang,Odit Pro,Olahraga,75000.0,5,Transfer Bank,2026-06-18,Pekalongan,1.0
TRX00341,Jaeman Sudiati,Minima Basic,Kesehatan,500000.0,1,E-Wallet,2026-07-25,Tomohon,3.0
TRX00057,Mahmud Prayoga,Vel Lite,Elektronik,5000000.0,4,Kartu Kredit,2026-06-27,Solok,4.0
TRX00279,Cahya Hidayanto,Odio Basic,Kesehatan,25000.0,3,Transfer Bank,2026-07-03,Bekasi,1.0
TRX00468,"Ilyas Pratama, S.Pt",Consequuntur Lite,Fashion,500000.0,5,E-Wallet,2026-06-30,Semarang,2.0
TRX00155,"Niyaga Januar, M.M.",Doloremque Lite,Olahraga,25000.0,3,COD,2026-08-19,Banjar,
TRX00026,Drs. Indra Prabowo,Quis Basic,Elektronik,50000.0,4,COD,2026-08-24,Tasikmalaya,3.0
TRX00266,Humaira Maheswara,Maxime Lite,Rumah Tangga,1200000.0,4,Transfer Bank,2026-07-27,Tidore Kepulauan,
TRX00043,Wardaya Purnawati,Expedita Max,Kesehatan,5000000.0,5,Transfer Bank,2026-08-09,Solok,5.0
TRX00313,Ella Novitasari,Suscipit,Kesehatan,500000.0,4,E-Wallet,2026-08-21,Bontang,5.0
TRX00413,Dina Usada,Incidunt Basic,Kesehatan,750000.0,3,E-Wallet,2026-07-09,Tasikmalaya,
TRX00457,"Prabowo Hardiansyah, S.Gz",Consequuntur Max,Fashion,1200000.0,5,COD,2026-08-13,Banda Aceh,
TRX00285,Ihsan Hastuti,Vero Basic,Olahraga,50000.0,3,E-Wallet,2026-08-03,Purwokerto,1.0
TRX00127,Asmuni Marbun,Inventore Basic,Elektronik,25000.0,3,E-Wallet,2026-08-10,Palembang,5.0
TRX00335,Tgk. Bakianto Wacana,Velit Pro,Olahraga,120000.0,1,E-Wallet,2026-06-26,Pariaman,2.0
TRX00032,"drg. Respati Wasita, S.Kom",Consequatur Pro,Rumah Tangga,25000.0,1,COD,2026-06-26,Manado,1.0
TRX00114,Ghaliyati Tarihoran,Dolorum Basic,Olahraga,250000.0,1,COD,2026-07-15,Kota Administrasi Jakarta Utara,
TRX00256,Erik Aryani,A Max,Olahraga,150000.0,2,E-Wallet,2026-08-12,Samarinda,
TRX00219,drg. Paramita Hutapea,Nam Basic,Buku,120000.0,2,COD,2026-09-04,Jayapura,
TRX00417,Maryadi Widiastuti,Libero,Olahraga,1200000.0,3,Transfer Bank,2026-07-02,Salatiga,3.0
TRX00058,"Eva Prakasa, S.E.",Dolorum Basic,Olahraga,15000.0,5,Transfer Bank,2026-09-05,Cirebon,4.0
TRX00397,Jamalia Tarihoran,Corrupti Basic,Elektronik,75000.0,2,Transfer Bank,2026-06-26,Palembang,3.0
TRX00025,"Dr. Pranata Mahendra, S.E.I",Unde Basic,Olahraga,25000.0,1,E-Wallet,2026-07-30,Kota Administrasi Jakarta Selatan,2.0
TRX00018,Rina Hastuti,Quia Lite,Fashion,1200000.0,5,Kartu Kredit,2026-07-10,Tangerang Selatan,
TRX00193,Atmaja Mahendra,Harum Max,Rumah Tangga,750000.0,4,Transfer Bank,2026-08-13,Metro,4.0
TRX00067,Betania Widiastuti,Iure Max,Olahraga,500000.0,3,COD,2026-08-13,Tebingtinggi,4.0
TRX00287,R.M. Gadang Marbun,Dolorem,Buku,50000.0,5,COD,2026-07-17,Malang,4.0
TRX00423,Cinta Farida,Voluptatem Max,Olahraga,500000.0,4,Kartu Kredit,2026-07-28,Langsa,4.0
TRX00095,R. Halima Mahendra,Pariatur Max,Rumah Tangga,1200000.0,4,E-Wallet,2026-08-17,Pangkalpinang,5.0
TRX00312,Hani Yolanda,Repellendus Pro,Elektronik,250000.0,1,Transfer Bank,2026-08-08,Sawahlunto,4.0
TRX00369,Vicky Suryono,Modi Pro,Olahraga,250000.0,3,COD,2026-07-29,Lhokseumawe,5.0
TRX00024,Dimas Purnawati,Beatae Lite,Olahraga,1200000.0,2,COD,2026-06-25,Batam,1.0
TRX00272,"Dt. Bahuraksa Winarsih, S.Sos",Maiores Basic,Buku,12000000.0,2,COD,2026-08-03,Bandar Lampung,
TRX00300,Najwa Damanik,Consectetur Basic,Kesehatan,2500000.0,3,E-Wallet,2026-09-11,Kendari,3.0
TRX00374,Ir. Warsa Sirait,Facere Max,Elektronik,500000.0,1,Kartu Kredit,2026-08-25,Tebingtinggi,5.0
TRX00006,Harjasa Kuswoyo,Magnam Max,Olahraga,75000.0,1,E-Wallet,2026-09-02,Banjar,
TRX00117,Aslijan Ramadan,Perferendis Pro,Kesehatan,1200000.0,1,E-Wallet,2026-06-28,Padang,
TRX00046,"Eja Haryanti, S.Psi",Aut Lite,Kesehatan,5000000.0,1,COD,2026-06-18,Batu,3.0
TRX00186,"R. Diah Namaga, S.T.",Doloribus,Kesehatan,1200000.0,5,Transfer Bank,2026-06-27,Blitar,
TRX00017,Lutfan Manullang,Vero Lite,Elektronik,75000.0,5,Kartu Kredit,2026-07-25,Meulaboh,5.0
TRX00478,"Kawaca Nasyiah, M.Ak",Dolor Basic,Buku,50000.0,1,E-Wallet,2026-07-12,Bau-Bau,
TRX00368,"drg. Vinsen Prasasta, M.Ak",Voluptatibus Pro,Buku,500000.0,1,E-Wallet,2026-07-06,Purwokerto,1.0
TRX00004,Rini Setiawan,Ab Lite,Kesehatan,25000.0,1,COD,2026-08-25,Tanjungpinang,
TRX00235,Hj. Dinda Tampubolon,Ipsa Lite,Olahraga,75000.0,1,COD,2026-09-13,Blitar,5.0
TRX00385,"Raden Hutapea, S.Gz",Consectetur Basic,Rumah Tangga,15000.0,5,E-Wallet,2026-07-24,Purwokerto,4.0
TRX00061,Yuni Pradana,Et Pro,Elektronik,500000.0,2,Transfer Bank,2026-06-20,Padang,4.0
TRX00111,"Mutia Saputra, S.Pd",Explicabo Lite,Buku,250000.0,1,Transfer Bank,2026-07-08,Lubuklinggau,1.0
TRX00410,Indah Wijaya,Maiores,Elektronik,50000.0,4,Kartu Kredit,2026-06-28,Semarang,
TRX00421,Jayadi Jailani,Impedit,Olahraga,50000.0,4,Transfer Bank,2026-07-25,Binjai,5.0
TRX00030,Satya Sitompul,Aut,Fashion,15000.0,5,COD,2026-08-03,Surakarta,
TRX00275,Mustika Hartati,Maxime,Elektronik,500000.0,3,Transfer Bank,2026-07-21,Samarinda,
TRX00303,Teguh Saptono,Maiores Lite,Elektronik,500000.0,3,Transfer Bank,2026-08-25,Banjar,4.0
TRX00027,Lalita Winarsih,Totam Basic,Buku,1200000.0,2,E-Wallet,2026-07-21,Bitung,5.0
TRX00008,dr. Ratih Nababan,Voluptatibus Max,Buku,25000.0,5,E-Wallet,2026-06-24,Yogyakarta,
TRX00182,"Gading Palastri, S.I.Kom",Assumenda Pro,Buku,50000.0,4,Transfer Bank,2026-07-23,Bitung,4.0
TRX00109,Emil Prasetya,Necessitatibus Max,Elektronik,500000.0,3,Transfer Bank,2026-08-19,Surabaya,
TRX00038,Harjasa Adriansyah,Molestias Lite,Olahraga,15000.0,3,E-Wallet,2026-07-11,Kotamobagu,
TRX00158,Bahuwirya Suryatmi,Modi,Buku,15000.0,3,Kartu Kredit,2026-08-12,Payakumbuh,
TRX00482,Nugraha Mandala,Voluptates,Kesehatan,75000.0,1,E-Wallet,2026-06-19,Malang,
TRX00119,"Drs. Warta Sihombing, S.Pt",Expedita Max,Fashion,1200000.0,4,Transfer Bank,2026-06-28,Sibolga,
TRX00115,Asmadi Puspasari,Illum Max,Olahraga,500000.0,3,E-Wallet,2026-08-19,Subulussalam,5.0
TRX00267,Kiandra Sirait,Ea Basic,Olahraga,75000.0,4,COD,2026-08-01,Medan,
TRX00176,Makara Hariyah,Voluptates Basic,Olahraga,500000.0,5,Transfer Bank,2026-07-15,Binjai,3.0
TRX00422,"R. Kamaria Saragih, S.Psi",Odit Basic,Olahraga,50000.0,5,E-Wallet,2026-08-27,Malang,5.0
TRX00350,Edison Wasita,Ducimus Lite,Fashion,15000.0,5,Transfer Bank,2026-08-26,Medan,
TRX00145,Tari Salahudin,Repudiandae Lite,Elektronik,25000.0,5,COD,2026-08-09,Bukittinggi,
TRX00381,H. Endra Nasyiah,Illo Basic,Kesehatan,750000.0,4,Kartu Kredit,2026-06-19,Cirebon,
TRX00392,"H. Cahyono Hutapea, M.TI.",Laborum Max,Fashion,50000.0,5,Transfer Bank,2026-06-22,Kediri,4.0
TRX00212,Rahayu Hakim,Ab Pro,Kesehatan,25000.0,3,COD,2026-07-06,Yogyakarta,
TRX00322,"KH. Cakrabuana Siregar, S.Gz",Illo Pro,Olahraga,250000.0,1,E-Wallet,2026-09-11,Malang,4.0
TRX00495,Wardi Wasita,Alias Basic,Kesehatan,15000.0,1,Transfer Bank,2026-07-08,Subulussalam,3.0
TRX00142,"Humaira Agustina, M.Kom.",Optio Basic,Elektronik,250000.0,5,Kartu Kredit,2026-07-09,Meulaboh,1.0
TRX00377,Salman Hutagalung,Velit,Rumah Tangga,500000.0,4,E-Wallet,2026-06-22,Padang Sidempuan,
TRX00068,Ophelia Saragih,Vel Pro,Rumah Tangga,250000.0,4,E-Wallet,2026-07-24,Tanjungpinang,3.0
TRX00409,Unjani Usada,Porro Lite,Elektronik,500000.0,5,Kartu Kredit,2026-09-13,Madiun,3.0
TRX00169,Ellis Pangestu,Delectus Lite,Buku,250000.0,5,Transfer Bank,2026-08-27,Pontianak,
TRX00434,Hardi Megantara,Quaerat Pro,Kesehatan,1200000.0,2,COD,2026-07-22,Samarinda,
TRX00229,"Drs. Martana Nainggolan, S.Psi",Sed Pro,Olahraga,15000.0,1,COD,2026-07-30,Banjarmasin,
TRX00194,Drs. Ida Hasanah,Quae Basic,Rumah Tangga,75000.0,3,COD,2026-08-11,Tanjungpinang,4.0
TRX00082,Nasab Suwarno,Ex Pro,Fashion,75000.0,3,E-Wallet,2026-07-12,Probolinggo,1.0
TRX00110,dr. Nabila Puspasari,Quia Max,Fashion,250000.0,2,COD,2026-07-18,Manado,
TRX00429,"Yessi Haryanto, M.Farm",Corporis Max,Fashion,15000.0,3,E-Wallet,2026-08-28,Mataram,2.0
TRX00146,Paulin Laksmiwati,Laborum Lite,Fashion,250000.0,2,E-Wallet,2026-07-17,Palu,
TRX00093,"Puti Nadine Budiyanto, M.Pd",Asperiores Basic,Elektronik,15000.0,5,E-Wallet,2026-09-15,Jayapura,4.0
TRX00153,"Nasim Laksita, M.Pd",Amet Pro,Buku,2500000.0,1,Kartu Kredit,2026-08-12,Sorong,
TRX00480,"Maya Permadi, S.Gz",Exercitationem,Rumah Tangga,250000.0,1,COD,2026-06-25,Binjai,4.0
TRX00249,Aisyah Agustina,Asperiores Pro,Elektronik,500000.0,2,E-Wallet,2026-07-23,Kendari,3.0
TRX00084,Atma Agustina,Nemo Pro,Buku,75000.0,3,Transfer Bank,2026-07-17,Padangpanjang,3.0
TRX00104,"R.A. Yance Irawan, S.T.",Odio Pro,Kesehatan,150000.0,3,Kartu Kredit,2026-07-09,Salatiga,5.0
TRX00166,Lukman Ramadan,Veritatis Pro,Elektronik,15000.0,3,Kartu Kredit,2026-08-25,Sorong,3.0
TRX00164,"Hj. Lala Saefullah, S.Ked",Recusandae Pro,Rumah Tangga,250000.0,2,COD,2026-09-03,Sibolga,1.0
TRX00200,Hendra Thamrin,Vel Pro,Rumah Tangga,15000.0,5,COD,2026-09-10,Tebingtinggi,
TRX00246,Maras Laksmiwati,Minima Pro,Kesehatan,500000.0,3,COD,2026-08-06,Tasikmalaya,2.0
TRX00075,Rahmi Hidayanto,Odit Lite,Kesehatan,25000.0,5,E-Wallet,2026-07-25,Tasikmalaya,5.0
TRX00317,Salimah Kuswandari,Qui Max,Fashion,2500000.0,2,Transfer Bank,2026-07-21,Palu,
TRX00230,Ciaobella Siregar,Blanditiis Basic,Kesehatan,500000.0,4,Transfer Bank,2026-08-02,Banjar,5.0
TRX00485,Eluh Permata,Sunt Basic,Olahraga,15000.0,3,Transfer Bank,2026-06-24,Pekanbaru,3.0
TRX00120,Ir. Genta Nurdiyanti,Modi Max,Elektronik,500000.0,3,Kartu Kredit,2026-07-28,Langsa,
TRX00387,"drg. Septi Sitompul, M.Farm",Consequatur,Fashion,250000.0,1,E-Wallet,2026-09-06,Kediri,
TRX00443,Irwan Jailani,Ullam Max,Rumah Tangga,500000.0,4,COD,2026-08-24,Bandung,5.0
TRX00262,Tami Kuswandari,Suscipit Basic,Kesehatan,250000.0,1,COD,2026-07-04,Batam,1.0
TRX00365,"dr. Cornelia Nasyiah, S.Kom",Asperiores Pro,Olahraga,50000.0,1,E-Wallet,2026-07-12,Batu,2.0
TRX00412,Ismail Siregar,Voluptate Basic,Fashion,15000.0,1,Kartu Kredit,2026-06-24,Tangerang,1.0
TRX00336,Hilda Ardianto,Facilis Pro,Kesehatan,25000.0,1,E-Wallet,2026-07-22,Tomohon,
TRX00263,"Vicky Haryanti, S.Gz",Impedit Lite,Elektronik,50000.0,4,Kartu Kredit,2026-07-06,Banjar,5.0
TRX00481,Rahmi Sudiati,Aspernatur Basic,Olahraga,120000.0,5,Kartu Kredit,2026-07-15,Bitung,
