transaction_id,customer_name,product_name,category,price,quantity,payment_method,transaction_date,shipping_city,rating
TRX00042,Eva Pudjiastuti,Quo,RUMAH TANGGA  ,250000.0,1,E-Wallet,2026-06-29,Tebingtinggi,1.0
TRX00271,Tania Salahudin,Debitis,Rumah Tangga,Rp1.200.000,2,cod,09/08/2026,Banjar,
TRX00205,"R.A. Endah Simbolon, S.Kom",Molestias Pro,Elektronik, 75000 ,5,e-wallet,17-07-2026,Metro,4.0
TRX00218,,Qui,Rumah Tangga,120000.0,1,,2026-07-06,,2.0
TRX00080,Cut Kania Damanik,In Basic,Elektronik,Rp15.000,1,Transfer Bank,2026-07-15,Bau-Bau,2.0
TRX00029,Baktiono Siregar,Fuga Pro,Buku,Rp25.000,5,E-Wallet,31/07/2026,Pematangsiantar,3.0
TRX00345,Mulyono Pertiwi,Officiis Max,Fashion,120000,3,Transfer Bank,24/08/2026,Banda Aceh,2.0
TRX00364,Unjani Kurniawan,Quasi Max,Rumah Tangga, 25000 ,3,Kartu Kredit,08/07/2026,Padangpanjang,4.0
TRX00257,"drg. Ganjaran Mangunsong, S.Kom",Necessitatibus,Fashion,500000,2,Transfer Bank,28-08-2026,Singkawang,
TRX00466,Anom Wulandari,Exercitationem Pro,Elektronik,Rp15.000,1,transfer bank,10/07/2026,,4.0
TRX00058,"Mala Mulyani, S.Sos",Labore,OLAHRAGA  ,25000,5,kartu kredit,25-07-2026,Lubuklinggau,3.0
TRX00427,"Rahman Lazuardi, M.Pd",Nisi Lite,Olahraga, 1200000 ,5,E-Wallet,25-08-2026,Tangerang,2.0
TRX00063,Clara Setiawan,Aspernatur Pro,Rumah Tangga, 15000 ,3,Kartu Kredit,2026-08-28,Pagaralam,2.0
TRX00388,Mahdi Prastuti,Iste Lite,Rumah Tangga, 15000 ,3,cod,2026-06-30,Manado,1.0
TRX00112,Yessi Purnawati,Eligendi Lite,Fashion,Rp15.000,1,kartu kredit,05-09-2026,Meulaboh,3.0
TRX00085,"Gatra Jailani, S.Sos",Odio Max,Buku, 500000 ,3,Transfer Bank,2026-08-07,Sorong,5.0
TRX00237,Iriana Rajata,Sunt Pro,Buku,120000.0,5,Transfer Bank,20-08-2026,Kota Administrasi Jakarta Barat,5.0
TRX00272,Tari Puspasari,Necessitatibus,Fashion,Rp120.000,4,Kartu Kredit,2026-08-06,Padang,3.0
TRX00343,Jaka Lailasari,Reprehenderit Lite,Elektronik,120000.0,1,kartu kredit,02-08-2026,Binjai,3.0
TRX00228,"Timbul Prakasa, M.TI.",Earum Pro,OLAHRAGA  ,Rp50.000,1,E-Wallet,2026-07-12,Tebingtinggi,3.0
TRX00130,"T. Balangga Oktaviani, M.Kom.",Similique Pro,Elektronik,15000.0,5,Transfer Bank,04/07/2026,Pasuruan,4.0
TRX00166,Ir. Kartika Mayasari,Dolores,KESEHATAN  ,15000.0,3,kartu kredit,01/07/2026,Cilegon,4.0
TRX00097,"Karimah Pradipta, M.Kom.",Placeat Max,Buku,Rp50.000,5,COD,23/07/2026,Ambon,5.0
TRX00489,"Ayu Pratama, S.Gz",Natus Lite,Elektronik,1200000,3,COD,2026-07-28,Pekalongan,1.0
TRX00297,"Gina Saragih, M.Ak",Aspernatur Pro,ELEKTRONIK  ,Rp500.000,1,Kartu Kredit,17/08/2026,Tarakan,3.0
TRX00480,"T. Putu Prakasa, S.E.I",Vero Max,Buku,Rp25.000,5,transfer bank,2026-06-24,Ternate,2.0
TRX00142,"R.A. Cici Kusmawati, M.M.",Molestiae Lite,ELEKTRONIK  ,15000,1,E-Wallet,28-08-2026,Payakumbuh,1.0
TRX00464,"Sabrina Anggriawan, S.T.",Cupiditate Basic,Olahraga,250000,2,transfer bank,2026-07-09,Tebingtinggi,
TRX00188,"Alika Sihombing, M.TI.",Explicabo,Buku,15000,4,Kartu Kredit,2026-07-15,Tegal,4.0
TRX00369,"Michelle Suwarno, S.I.Kom",Illum Max,Elektronik, 120000 ,4,COD,19-07-2026,Sukabumi,5.0
TRX00221,"R.A. Tira Pradipta, M.Kom.",Doloremque Lite,KESEHATAN  , 500000 ,1,COD,2026-06-27,Pasuruan,2.0
TRX00229,Dirja Simbolon,Sed Max,Olahraga,15000,1,e-wallet,03-08-2026,Kendari,
TRX00323,"R.M. Elon Lestari, S.IP",Ipsum Max,Fashion,50000.0,1,COD,29/07/2026,Binjai,3.0
TRX00396,Adiarja Siregar,Nam Lite,Kesehatan,50000.0,1,Kartu Kredit,2026-08-07,Magelang,1.0
TRX00360,Gawati Nainggolan,Quam Lite,Olahraga, 120000 ,3,COD,06-08-2026,Balikpapan,2.0
TRX00082,Tantri Lailasari,Distinctio Max,Fashion,15000.0,1,COD,13/07/2026,Banjar,2.0
TRX00355,Drs. Hasna Hutasoit,Omnis Max,Rumah Tangga, 500000 ,3,E-Wallet,10/08/2026,Palembang,4.0
TRX00322,Hilda Mangunsong,Alias,Olahraga,50000,1,Kartu Kredit,2026-07-12,Magelang,3.0
TRX00180,Irma Marbun,Vitae Basic,Fashion, 15000 ,2,E-Wallet,27-08-2026,,3.0
TRX00435,Sari Susanti,Ullam Lite,Fashion,75000,2,Transfer Bank,19/08/2026,Bau-Bau,
TRX00415,,Dolorum Max,Fashion, 75000 ,3,,07/08/2026,,
TRX00189,Pangeran Firmansyah,Est Pro,ELEKTRONIK  ,Rp500.000,5,Kartu Kredit,01/07/2026,Padangpanjang,4.0
TRX00335,Kardi Utama,Amet Max,Fashion,Rp25.000,1,E-Wallet,2026-07-02,Samarinda,3.0
TRX00054,Hartaka Handayani,Ipsam Max,Kesehatan,Rp75.000,1,Kartu Kredit,24-06-2026,Pagaralam,4.0
TRX00172,KH. Muni Firgantoro,Vel Max,FASHION  ,120000,4,COD,2026-09-01,Meulaboh,
TRX00385,Dr. Cakrabirawa Permata,Eius,Elektronik,Rp1.200.000,1,Transfer Bank,2026-07-24,Bontang,3.0
TRX00140,"Dt. Edi Nababan, S.Pt",Sequi Lite,Rumah Tangga,Rp250.000,5,Kartu Kredit,18/07/2026,Magelang,1.0
TRX00274,"Ir. Asmuni Mardhiyah, M.Pd",Similique,Elektronik,120000,4,E-Wallet,21-07-2026,Sorong,1.0
TRX00285,"R. Emil Utami, M.Pd",Voluptatum Lite,Rumah Tangga,75000.0,1,E-Wallet,2026-08-01,Banjarbaru,5.0
TRX00067,Eluh Hardiansyah,Ducimus Max,Kesehatan,Rp500.000,1,Transfer Bank,06-07-2026,Sorong,3.0
TRX00439,Gading Mansur,Quod Lite,Rumah Tangga,120000,5,transfer bank,08/09/2026,,1.0
TRX00218,,Qui,Rumah Tangga,120000.0,1,,2026-07-06,,2.0
TRX00295,Cut Irma Megantara,Rem Max,Kesehatan,Rp50.000,5,COD,2026-07-01,Malang,2.0
TRX00233,Adinata Wacana,Nostrum,Elektronik,500000.0,1,kartu kredit,19/08/2026,Pangkalpinang,4.0
TRX00100,"Tgk. Salman Widodo, S.IP",Eius Basic,Buku,Rp1.200.000,2,Kartu Kredit,2026-08-21,Kota Administrasi Jakarta Pusat,2.0
TRX00284,R.A. Mila Nashiruddin,Architecto Max,Buku,1200000,5,E-Wallet,20-07-2026,Tegal,
TRX00149,KH. Mulya Maheswara,Impedit Pro,Olahraga,75000,3,COD,2026-07-14,Medan,
TRX00016,Kamila Narpati,Similique,Olahraga, 15000 ,4,Kartu Kredit,28/06/2026,Jambi,4.0
TRX00164,Indra Latupono,Consectetur,Kesehatan, 25000 ,5,E-Wallet,24-07-2026,Palu,
TRX00290,"dr. Jati Winarno, M.M.",Fugit Basic,Fashion,15000.0,1,e-wallet,27/08/2026,Kupang,1.0
TRX00047,Dt. Teddy Farida,Ducimus,Rumah Tangga,75000,4,Kartu Kredit,11-08-2026,Cirebon,4.0
TRX00087,Dr. Bakiman Wahyuni,Qui Pro,Olahraga,Rp1.200.000,5,Kartu Kredit,2026-06-23,Kota Administrasi Jakarta Pusat,5.0
TRX00038,Rafid Wijayanti,Cumque Basic,FASHION  , 75000 ,2,Kartu Kredit,07-09-2026,Pariaman,3.0
TRX00423,Hilda Halim,Dolores Basic,Buku,250000.0,3,Kartu Kredit,2026-07-20,Bekasi,3.0
TRX00371,Wani Maulana,Nostrum Basic,Rumah Tangga, 500000 ,5,transfer bank,08/08/2026,Bekasi,4.0
TRX00425,Gilda Permadi,Ab Max,Rumah Tangga,250000.0,2,kartu kredit,03/08/2026,Bogor,4.0
TRX00446,Ismail Anggriawan,Vel Pro,Buku,15000.0,1,kartu kredit,2026-09-12,Tebingtinggi,
TRX00294,,Iste Max,Buku,Rp75.000,1,transfer bank,11-07-2026,,2.0
TRX00173,Dr. Pia Utami,Inventore Max,BUKU  ,Rp15.000,1,cod,2026-08-15,Sawahlunto,2.0
TRX00074,Asman Hutasoit,Vel Basic,Rumah Tangga,Rp50.000,5,transfer bank,2026-09-01,Serang,3.0
TRX00281,"dr. Kuncara Jailani, S.Pt",Temporibus,Kesehatan,500000.0,5,Transfer Bank,2026-07-30,Sorong,3.0
TRX00105,Sutan Najib Hutapea,Architecto,Fashion,Rp25.000,3,COD,10/09/2026,Palopo,1.0
TRX00358,"Qori Prasetya, S.Sos",Eligendi Max,Rumah Tangga, 15000 ,4,COD,06-08-2026,Palu,2.0
TRX00254,Zulaikha Winarno,Aspernatur,Fashion, 75000 ,4,Kartu Kredit,25/06/2026,Bogor,5.0
TRX00017,"T. Cager Prayoga, S.Sos",Mollitia Pro,FASHION  , 25000 ,2,Transfer Bank,2026-09-08,Bau-Bau,1.0
TRX00447,Harja Sihombing,Ab,Kesehatan,250000.0,2,cod,27/07/2026,Salatiga,
TRX00092,Mursita Lestari,Illum Basic,Elektronik,Rp15.000,4,kartu kredit,20/08/2026,Pangkalpinang,4.0
TRX00089,"drg. Citra Kuswandari, S.Pd",Aperiam Basic,Rumah Tangga,250000,1,cod,2026-08-12,Batu,5.0
TRX00387,drg. Ridwan Hastuti,Similique Lite,Olahraga,Rp250.000,5,COD,26/07/2026,Sungai Penuh,2.0
TRX00141,Cut Hani Simanjuntak,Harum Pro,RUMAH TANGGA  ,75000.0,5,Kartu Kredit,2026-07-14,Bandar Lampung,2.0
TRX00195,"T. Adikara Hakim, M.Pd",Laudantium Pro,Kesehatan, 50000 ,4,Kartu Kredit,10/08/2026,Sibolga,5.0
TRX00206,"Hj. Talia Widiastuti, M.Pd",Optio Pro,Rumah Tangga,50000,3,E-Wallet,30/07/2026,Bandar Lampung,1.0
TRX00103,Siska Maryadi,Expedita Pro,Rumah Tangga,Rp120.000,2,Transfer Bank,13-09-2026,Pekanbaru,1.0
TRX00265,Cut Sabrina Sitompul,Consequatur Lite,Kesehatan,15000.0,4,COD,02/08/2026,Tomohon,1.0
TRX00175,Ade Safitri,Porro,Elektronik, 120000 ,2,E-Wallet,29-07-2026,Tual,4.0
TRX00171,Dewi Maryadi,Expedita Max,Kesehatan,75000.0,3,Kartu Kredit,13/09/2026,Banjar,
TRX00389,Ella Firmansyah,Fugiat Lite,Rumah Tangga, 50000 ,2,kartu kredit,13/08/2026,Malang,1.0
